"job_id","job_role","industry","country","year","automation_risk_percent","ai_replacement_score","skill_gap_index","salary_before_usd","salary_after_usd","salary_change_percent","skill_demand_growth_percent","remote_feasibility_score","ai_adoption_level","education_requirement_level","automation_risk_category","skill_transition_pressure","wage_volatility_index","reskilling_urgency_score","ai_disruption_intensity","risk_tier","safe_zone_flag","salary_direction"
7384,"Truck Driver","Energy","Canada",2020,"89.63","97.53","43.06","104086.11","100046.45","-3.88","-6.36","63.45","59.00",2,"High","66.35","3.88","49.93","52.8817","High","High Risk","Declining"
7385,"Data Analyst","Education","Japan",2021,"41.11","45.11","10.57","38838.85","40316.68","3.81","0.42","15.84","22.52",2,"Medium","25.84","3.81","20.76","9.2580","Moderate","Transitional","Growing"
7386,"Data Analyst","Healthcare","Australia",2021,"17.83","18.88","40.16","53879.19","64046.19","18.87","-0.13","80.74","12.39",3,"Low","28.99","18.87","24.84","2.2091","Low","Transitional","Growing"
7387,"Accountant","Manufacturing","Australia",2021,"60.03","48.13","72.43","109320.46","97072.46","-11.20","4.03","78.81","7.18",3,"High","66.23","11.20","49.10","4.3102","Moderate","Transitional","Declining"
7388,"Teacher","Technology","USA",2024,"72.69","80.64","74.10","120527.31","120834.59","0.25","16.52","74.75","73.93",3,"High","73.40","0.25","51.38","53.7397","High","High Risk","Growing"
7389,"Financial Analyst","Retail","Singapore",2020,"68.08","61.42","37.21","125962.24","127619.38","1.32","20.65","45.66","96.84",4,"High","52.64","1.32","38.79","65.9287","Moderate","Transitional","Growing"
7390,"Accountant","Finance","Australia",2026,"39.05","43.18","41.26","67180.34","74812.09","11.36","10.21","98.32","14.89",1,"Medium","40.16","11.36","31.41","5.8145","Low","Safe Zone","Growing"
7391,"Mechanical Engineer","Healthcare","USA",2025,"71.33","72.02","10.77","125325.43","135791.62","8.35","1.18","24.20","71.11",3,"High","41.05","8.35","34.27","50.7228","High","High Risk","Growing"
7392,"Customer Support Rep","Education","Germany",2026,"46.06","41.59","5.03","87829.04","82384.74","-6.20","3.47","30.40","48.73",1,"Medium","25.55","6.20","21.79","22.4450","Moderate","Transitional","Declining"
7393,"Customer Support Rep","Finance","Brazil",2022,"81.58","95.59","51.53","78396.81","79488.26","1.39","-8.70","83.88","82.23",3,"High","66.56","1.39","48.51","67.0832","High","High Risk","Growing"
7394,"Teacher","Technology","Australia",2024,"57.95","57.29","40.37","126769.46","121946.88","-3.80","-9.58","61.02","83.18",5,"Medium","49.16","3.80","36.43","48.2028","Moderate","Transitional","Declining"
7395,"Customer Support Rep","Retail","UK",2021,"51.17","52.17","27.92","130429.52","138050.57","5.84","10.21","15.17","48.69",2,"Medium","39.55","5.84","30.60","24.9147","Moderate","Transitional","Growing"
7396,"Accountant","Finance","USA",2024,"19.51","20.86","31.14","122949.15","123228.78","0.23","-2.46","21.13","55.79",1,"Low","25.33","0.23","17.22","10.8846","Low","Transitional","Growing"
7397,"Accountant","Retail","Canada",2025,"52.51","51.72","27.96","33879.34","36739.50","8.44","8.69","76.03","89.30",2,"Medium","40.24","8.44","31.92","46.8914","Moderate","Transitional","Growing"
7398,"Data Analyst","Retail","India",2022,"65.07","63.75","69.80","77685.45","78620.28","1.20","13.02","77.72","1.45",1,"High","67.44","1.20","47.33","0.9435","Moderate","Transitional","Growing"
7399,"Financial Analyst","Energy","Brazil",2021,"50.29","55.16","25.70","31724.88","29153.61","-8.10","17.20","48.59","56.21",3,"Medium","38.00","8.10","30.26","28.2680","Moderate","Transitional","Declining"
7400,"Customer Support Rep","Energy","Japan",2024,"32.72","27.53","96.09","70667.58","68801.57","-2.64","-7.46","40.79","42.46",5,"Medium","64.41","2.64","42.71","13.8929","Low","Transitional","Declining"
7401,"Accountant","Retail","USA",2026,"59.27","62.64","49.32","127778.58","131253.10","2.72","15.70","20.58","40.62",2,"Medium","54.30","2.72","39.32","24.0755","Moderate","Transitional","Growing"
7402,"Data Analyst","Finance","Singapore",2024,"44.41","36.65","1.99","143800.13","133538.00","-7.14","9.73","50.06","19.36",2,"Medium","23.20","7.14","20.50","8.5978","Moderate","Transitional","Declining"
7403,"Customer Support Rep","Finance","Germany",2023,"25.72","24.61","64.84","144495.46","133873.29","-7.35","12.35","40.26","52.06",5,"Low","45.28","7.35","31.95","13.3898","Low","Transitional","Declining"
7404,"Marketing Specialist","Finance","Brazil",2020,"23.39","26.50","16.80","64796.77","58297.47","-10.03","7.07","66.22","94.42",1,"Low","20.10","10.03","17.41","22.0848","Low","Transitional","Declining"
7405,"Software Engineer","Transportation","UK",2026,"48.41","54.46","43.85","73838.07","82613.13","11.88","-7.69","56.67","47.23",3,"Medium","46.13","11.88","36.08","22.8640","Moderate","Transitional","Growing"
7406,"Accountant","Transportation","Australia",2023,"17.05","18.23","72.54","53543.79","56103.18","4.78","8.27","25.72","45.20",5,"Low","44.80","4.78","30.02","7.7066","Low","Safe Zone","Growing"
7407,"Marketing Specialist","Transportation","Germany",2025,"71.33","70.97","81.53","55890.35","53628.85","-4.05","13.01","13.61","24.10",3,"High","76.43","4.05","54.21","17.1905","High","High Risk","Declining"
7408,"Mechanical Engineer","Energy","Japan",2022,"45.38","38.25","92.22","137986.21","144284.91","4.56","-1.75","51.46","98.21",3,"Medium","68.80","4.56","47.19","44.5677","Moderate","Transitional","Growing"
7409,"Accountant","Transportation","Germany",2026,"13.88","13.72","28.55","117165.41","120443.28","2.80","-3.49","95.33","45.39",3,"Low","21.22","2.80","14.96","6.3001","Low","Transitional","Growing"
7410,"Financial Analyst","Healthcare","Germany",2025,"41.80","41.72","41.57","83697.11","84265.50","0.68","4.95","20.48","28.53",4,"Medium","41.69","0.68","29.40","11.9255","Moderate","Transitional","Growing"
7411,"Accountant","Education","Canada",2022,"24.76","25.19","0.28","140531.84","153967.47","9.56","5.75","41.05","14.99",2,"Low","12.52","9.56","12.86","3.7115","Low","Safe Zone","Growing"
7412,"Accountant","Education","Germany",2022,"23.46","23.19","4.03","123816.49","132123.07","6.71","14.65","90.67","54.95",1,"Low","13.75","6.71","12.61","12.8913","Low","Safe Zone","Growing"
7413,"Data Analyst","Energy","Brazil",2025,"33.55","33.94","18.20","91474.95","105751.60","15.61","7.46","41.31","9.22",5,"Medium","25.88","15.61","23.56","3.0933","Low","Safe Zone","Growing"
7414,"Accountant","Technology","Australia",2020,"51.82","57.79","96.96","40830.55","43194.31","5.79","19.88","11.38","71.82",2,"Medium","74.39","5.79","51.55","37.2171","Moderate","Transitional","Growing"
7415,"HR Manager","Education","Australia",2021,"11.83","13.18","72.13","112550.41","111128.50","-1.26","-17.54","20.34","5.11",5,"Low","41.98","1.26","26.75","0.6045","Low","Transitional","Declining"
7416,"Financial Analyst","Healthcare","Brazil",2023,"14.11","14.50","32.14","99546.67","107791.48","8.28","6.89","89.41","71.86",2,"Low","23.13","8.28","17.77","10.1394","Low","Safe Zone","Growing"
7417,"Software Engineer","Retail","Japan",2023,"57.30","45.91","1.55","85030.48","94681.24","11.35","10.93","50.25","94.02",4,"Medium","29.42","11.35","26.79","53.8735","Moderate","Transitional","Growing"
7418,"Teacher","Transportation","Singapore",2025,"67.05","56.40","44.02","149385.39","123330.22","-17.44","-8.81","36.47","48.65",1,"High","55.54","17.44","45.26","32.6198","Moderate","Transitional","Declining"
7419,"Financial Analyst","Healthcare","Brazil",2024,"61.09","50.03","83.57","140109.55","138566.40","-1.10","-3.94","16.39","83.68",4,"High","72.33","1.10","49.84","51.1201","Moderate","Transitional","Declining"
7420,"HR Manager","Education","Brazil",2023,"76.68","70.48","53.54","65721.06","62766.61","-4.50","-18.23","81.17","14.70",1,"High","65.11","4.50","48.08","11.2720","High","High Risk","Declining"
7421,"Accountant","Technology","Japan",2022,"20.99","18.49","5.32","107215.79","104351.50","-2.67","-8.26","71.70","44.89",2,"Low","13.16","2.67","10.79","9.4224","Low","Transitional","Declining"
7422,"Data Analyst","Manufacturing","Singapore",2024,"63.42","70.25","27.30","45649.18","44606.17","-2.28","13.74","44.43","81.00",3,"High","45.36","2.28","34.24","51.3702","Moderate","Transitional","Declining"
7423,"Marketing Specialist","Manufacturing","India",2022,"10.65","10.45","71.43","131842.38","130656.41","-0.90","15.10","86.29","3.58",2,"Low","41.04","0.90","25.96","0.3813","Low","Transitional","Declining"
7424,"Teacher","Healthcare","India",2025,"31.38","25.24","16.55","116967.75","117063.81","0.08","3.23","47.26","12.29",1,"Medium","23.97","0.08","17.54","3.8566","Low","Safe Zone","Growing"
7425,"Truck Driver","Retail","India",2022,"72.99","78.63","72.63","121836.91","124370.91","2.08","-1.01","97.37","22.43",3,"High","72.81","2.08","51.61","16.3717","High","High Risk","Growing"
7426,"Customer Support Rep","Technology","India",2020,"44.47","45.82","78.13","69473.64","66054.87","-4.92","11.40","88.69","25.30",4,"Medium","61.30","4.92","42.70","11.2509","Moderate","Transitional","Declining"
7427,"Data Analyst","Retail","Canada",2022,"43.22","40.76","32.18","72479.47","81307.91","12.18","4.97","78.34","44.93",2,"Medium","37.70","12.18","30.60","19.4187","Moderate","Transitional","Growing"
7428,"Marketing Specialist","Transportation","Canada",2022,"29.75","33.97","87.02","84441.16","76304.61","-9.64","19.43","23.42","32.15",4,"Low","58.39","9.64","40.90","9.5646","Low","Transitional","Declining"
7429,"HR Manager","Retail","Germany",2021,"57.75","63.97","85.17","32125.52","26418.12","-17.77","3.93","71.56","24.53",1,"Medium","71.46","17.77","53.98","14.1661","Moderate","Transitional","Declining"
7430,"Marketing Specialist","Energy","India",2026,"49.64","53.85","77.01","62336.19","62022.30","-0.50","4.26","63.92","4.04",1,"Medium","63.33","0.50","43.11","2.0055","Moderate","Transitional","Declining"
7431,"Mechanical Engineer","Manufacturing","Germany",2026,"21.12","25.31","38.23","89583.15","89814.86","0.26","3.62","39.28","53.02",2,"Low","29.67","0.26","20.00","11.1978","Low","Safe Zone","Growing"
7432,"HR Manager","Energy","UK",2024,"46.83","55.58","26.83","98451.95","86295.90","-12.35","-13.75","15.00","68.85",4,"Medium","36.83","12.35","30.49","32.2425","Moderate","Transitional","Declining"
7433,"Marketing Specialist","Energy","USA",2020,"23.67","23.37","43.43","86176.93","74581.42","-13.46","-1.50","50.38","4.62",1,"Low","33.55","13.46","26.54","1.0936","Low","Transitional","Declining"
7434,"Software Engineer","Manufacturing","Canada",2021,"16.96","18.90","84.28","115837.12","129158.83","11.50","9.90","21.50","52.53",3,"Low","50.62","11.50","35.52","8.9091","Low","Safe Zone","Growing"
7435,"HR Manager","Energy","Australia",2025,"18.14","20.16","52.06","127202.99","125168.13","-1.60","19.16","54.72","2.83",5,"Low","35.10","1.60","23.35","0.5134","Low","Transitional","Declining"
7436,"Mechanical Engineer","Transportation","India",2025,"46.65","49.96","23.37","148383.26","165078.43","11.25","20.04","83.99","30.44",5,"Medium","35.01","11.25","29.05","14.2003","Moderate","Transitional","Growing"
7437,"Financial Analyst","Finance","Japan",2024,"71.46","81.69","66.96","86680.18","99193.52","14.44","12.43","97.77","12.17",4,"High","69.21","14.44","53.00","8.6967","High","High Risk","Growing"
7438,"Software Engineer","Healthcare","India",2022,"21.92","24.38","40.92","110697.60","115203.35","4.07","-2.14","70.67","58.58",5,"Low","31.42","4.07","22.27","12.8407","Low","Transitional","Growing"
7439,"Marketing Specialist","Healthcare","Japan",2024,"63.57","73.23","82.93","45308.89","43787.70","-3.36","21.33","40.05","87.96",3,"High","73.25","3.36","51.32","55.9162","Moderate","Transitional","Declining"
7440,"Customer Support Rep","Energy","Singapore",2021,"64.17","64.20","78.46","96397.03","90839.17","-5.77","9.74","30.27","17.95",5,"High","71.32","5.77","50.94","11.5185","Moderate","Transitional","Declining"
7441,"Accountant","Energy","Canada",2024,"26.69","29.16","65.53","57573.76","54763.07","-4.88","2.20","47.30","37.86",1,"Low","46.11","4.88","31.80","10.1048","Low","Transitional","Declining"
7442,"Customer Support Rep","Manufacturing","India",2021,"35.21","39.92","85.26","43085.62","47002.86","9.09","-4.00","88.30","7.17",2,"Medium","60.24","9.09","42.39","2.5246","Low","Transitional","Growing"
7443,"Accountant","Manufacturing","Australia",2022,"73.17","60.34","63.38","32649.02","31982.56","-2.04","10.98","68.39","18.46",5,"High","68.28","2.04","48.89","13.5072","High","High Risk","Declining"
7444,"Software Engineer","Energy","USA",2022,"22.49","24.71","97.30","149046.39","155018.22","4.01","8.57","97.25","4.03",4,"Low","59.89","4.01","39.39","0.9063","Low","Safe Zone","Growing"
7445,"Customer Support Rep","Finance","Canada",2025,"36.91","30.31","50.12","145018.71","165586.60","14.18","26.10","84.40","92.89",5,"Medium","43.52","14.18","34.05","34.2857","Low","Safe Zone","Growing"
7446,"Customer Support Rep","Transportation","Brazil",2023,"73.90","85.59","17.52","90408.84","77503.76","-14.27","-6.54","29.28","89.40",3,"High","45.71","14.27","39.10","66.0666","High","High Risk","Declining"
7447,"Truck Driver","Energy","Japan",2022,"56.53","57.21","27.63","145542.11","146134.86","0.41","9.33","60.77","90.16",1,"Medium","42.08","0.41","31.02","50.9674","Moderate","Transitional","Growing"
7448,"Truck Driver","Technology","Germany",2023,"74.60","87.50","47.91","147108.09","178238.78","21.16","10.78","17.43","61.16",4,"High","61.25","21.16","50.56","45.6254","High","High Risk","Growing"
7449,"Teacher","Education","Singapore",2020,"63.74","62.20","50.24","77199.29","77006.89","-0.25","10.00","21.36","2.89",1,"High","56.99","0.25","40.64","1.8421","Moderate","Transitional","Declining"
7450,"Truck Driver","Transportation","UK",2021,"79.07","80.58","0.28","75902.72","76648.13","0.98","4.36","71.94","61.69",5,"High","39.68","0.98","32.01","48.7783","High","High Risk","Growing"
7451,"Accountant","Finance","UK",2026,"64.93","69.95","74.59","38838.77","44609.17","14.86","10.27","60.91","1.18",5,"High","69.76","14.86","52.81","0.7662","Moderate","Transitional","Growing"
7452,"Accountant","Finance","Germany",2026,"24.78","29.37","70.47","112620.59","103136.46","-8.42","8.63","10.37","44.07",5,"Low","47.63","8.42","33.58","10.9205","Low","Transitional","Declining"
7453,"Teacher","Healthcare","Japan",2024,"41.10","46.23","18.16","63013.34","61913.46","-1.75","-2.35","33.04","26.29",3,"Medium","29.63","1.75","22.41","10.8052","Moderate","Transitional","Declining"
7454,"Truck Driver","Healthcare","Singapore",2022,"42.78","38.19","31.98","94402.82","87778.07","-7.02","4.00","48.33","84.63",2,"Medium","37.38","7.02","28.81","36.2047","Moderate","Transitional","Declining"
7455,"Marketing Specialist","Manufacturing","Germany",2026,"17.05","20.08","30.86","31744.28","31257.56","-1.53","4.12","60.97","31.63",1,"Low","23.96","1.53","16.54","5.3929","Low","Transitional","Declining"
7456,"HR Manager","Education","Singapore",2024,"66.48","72.67","46.86","97272.19","82797.83","-14.88","12.06","22.54","37.65",2,"High","56.67","14.88","45.11","25.0297","Moderate","Transitional","Declining"
7457,"Software Engineer","Transportation","Singapore",2025,"6.64","6.15","55.26","94813.50","79306.17","-16.36","-9.77","31.75","21.54",4,"Low","30.95","16.36","24.14","1.4303","Low","Transitional","Declining"
7458,"Software Engineer","Retail","Brazil",2022,"27.75","23.16","21.43","78683.03","70603.79","-10.27","20.46","23.54","19.42",2,"Low","24.59","10.27","20.61","5.3891","Low","Transitional","Declining"
7459,"Data Analyst","Healthcare","Germany",2022,"8.41","7.26","42.25","59479.76","65195.18","9.61","10.96","32.96","66.50",3,"Low","25.33","9.61","18.92","5.5927","Low","Safe Zone","Growing"
7460,"Customer Support Rep","Education","Brazil",2026,"29.06","34.41","67.02","68022.14","73642.63","8.26","2.42","33.69","66.79",3,"Low","48.04","8.26","34.21","19.4092","Low","Safe Zone","Growing"
7461,"Marketing Specialist","Finance","India",2024,"35.21","33.69","74.59","139224.72","131951.39","-5.22","-2.80","53.90","61.38",3,"Medium","54.90","5.22","38.03","21.6119","Low","Transitional","Declining"
7462,"Teacher","Education","India",2021,"42.75","47.97","76.81","78629.15","84840.57","7.90","4.76","61.08","53.04",3,"Medium","59.78","7.90","42.51","22.6746","Moderate","Transitional","Growing"
7463,"Accountant","Finance","USA",2026,"60.68","52.24","14.69","71447.42","64572.27","-9.62","20.92","59.92","30.36",4,"High","37.69","9.62","31.57","18.4224","Moderate","Transitional","Declining"
7464,"Customer Support Rep","Energy","Brazil",2025,"72.20","69.86","12.02","55810.55","64570.07","15.70","13.77","18.64","80.83",1,"High","42.11","15.70","37.20","58.3593","High","High Risk","Growing"
7465,"Truck Driver","Technology","Canada",2024,"82.70","90.08","68.36","57824.23","56673.21","-1.99","8.61","26.43","63.85",2,"High","75.53","1.99","54.19","52.8040","High","High Risk","Declining"
7466,"Teacher","Retail","Brazil",2020,"35.49","41.63","46.02","49646.23","49745.64","0.20","10.94","56.67","38.58",1,"Medium","40.76","0.20","28.06","13.6920","Low","Safe Zone","Growing"
